receiver_id,history_regime,direction,split,site_index,site_label,gravity_hat_conflict,gravity_hat_aligned,gravity_hat_edited,normalized_recovery_g,valid,invalid_reasons,writable_indicator,common_strict
eval_50003_high,hist32,high,heldout,22,after_block_22,0.04472196141257921,0.06421369918563438,0.04995657669286708,0.2685555973118032,True,,False,True
eval_50003_high,hist32,high,heldout,23,after_block_23,0.04472196141257921,0.06421369918563438,0.048244158569214615,0.18070205938766476,True,,False,True
eval_50003_high,hist32,high,heldout,24,after_block_24,0.04472196141257921,0.06421369918563438,0.04858275239622679,0.1980732056114886,True,,False,True
eval_50003_high,hist32,high,heldout,25,after_block_25,0.04472196141257921,0.06421369918563438,0.048078535765060174,0.17220498200632456,True,,False,True
eval_50003_high,hist32,high,heldout,26,after_block_26,0.04472196141257921,0.06421369918563438,0.045914539166390114,0.06118375732816849,True,,False,True
eval_50003_high,hist32,high,heldout,27,after_block_27,0.04472196141257921,0.06421369918563438,0.045665319564793985,0.04839784749817667,True,,False,True
eval_50003_high,hist32,high,heldout,28,after_block_28,0.04472196141257921,0.06421369918563438,0.04521821620380913,0.02545975104979737,True,,False,True
eval_50003_high,hist32,high,heldout,29,after_block_29,0.04472196141257921,0.06421369918563438,0.04472196141257921,0.0,True,,False,True
eval_50016_high,hist32,high,heldout,0,after_block_0,0.04484699642376828,0.06579045670406226,0.06587151613358382,1.0038703933560502,True,,True,True
eval_50016_high,hist32,high,heldout,1,after_block_1,0.04484699642376828,0.06579045670406226,0.06488991697746188,0.9570013878056381,True,,True,True
eval_50016_high,hist32,high,heldout,2,after_block_2,0.04484699642376828,0.06579045670406226,0.0591114891427676,0.6810953170150682,True,,False,True
eval_50016_high,hist32,high,heldout,3,after_block_3,0.04484699642376828,0.06579045670406226,0.059288584399206305,0.6895511907851413,True,,False,True
eval_50016_high,hist32,high,heldout,4,after_block_4,0.04484699642376828,0.06579045670406226,0.052714995873562785,0.37567810402360424,True,,False,True
