source,receiver_id,condition,gravity_true,gravity_hat_e3,gravity_hat_e0,fit_rmse,valid,invalid_reasons,detected_frames,detector_coverage,max_missing_run,max_adjacent_y_jump,future_r,future_g,future_b,future_color_coordinate
natural_model,eval_50035_high,conflict,0.06239539571464667,0.04199763407530599,0.03800311000474922,0.006391820784959813,True,,64,1.0,,,,,,red
natural_model,eval_50038_high,aligned,0.06492680178141044,0.06420013772039576,0.06466149905658103,0.0007582264316420567,True,,64,1.0,,,,,,blue
natural_model,eval_50038_high,conflict,0.06492680178141044,0.04459219497539726,0.03810283804555674,0.006793459753112647,True,,64,1.0,,,,,,red
natural_model,eval_50039_high,aligned,0.06307950006510864,0.06327814204366201,0.0629809313527315,0.0005525254988447396,True,,64,1.0,,,,,,blue
natural_model,eval_50039_high,conflict,0.06307950006510864,0.04365775820790723,0.03764167196259965,0.006418690463584133,True,,64,1.0,,,,,,red
natural_model,eval_50044_low,aligned,0.017074621849459255,0.01776176180372728,0.016981739591641964,0.0003677515942889032,True,,64,1.0,,,,,,red
natural_model,eval_50044_low,conflict,0.017074621849459255,0.022721826133799358,0.03735792108396925,0.0041614414691936484,True,,60,0.9375,,,,,,blue
natural_model,eval_50047_low,aligned,0.01691397692932508,0.01676586524119642,0.01677268505546336,0.00039152904066951853,True,,64,1.0,,,,,,red
natural_model,eval_50047_low,conflict,0.01691397692932508,0.023563188214477223,0.038057807849905416,0.003765954926948597,True,,58,0.90625,,,,,,blue
natural_model,eval_50051_low,aligned,0.012301009529250995,0.012337148102211454,0.012092110439046393,0.0003462965853964115,True,,64,1.0,,,,,,red
natural_model,eval_50051_low,conflict,0.012301009529250995,0.019218936279512284,0.037703844464516634,0.004785578298060725,True,,58,0.90625,,,,,,blue
natural_model,eval_50053_low,aligned,0.018471270957218754,0.018120805768325563,0.018276412819989745,0.00039998943763322085,True,,64,1.0,,,,,,red
natural_model,eval_50053_low,conflict,0.018471270957218754,0.023268571899069068,0.03736786600932719,0.003824601368575633,True,,60,0.9375,,,,,,blue
natural_model,eval_50055_high,aligned,0.06639095284066318,0.0663863306202967,0.06600788048197737,0.0005358566298878174,True,,64,1.0,,,,,,blue
natural_model,eval_50055_high,conflict,0.06639095284066318,0.04536040236764643,0.037496284805300345,0.00626863429335303,True,,64,1.0,,,,,,red
natural_model,eval_50057_low,aligned,0.014935684726966734,0.014950428534915563,0.014841339963911565,0.00041823291460863806,True,,64,1.0,,,,,,red
natural_model,eval_50057_low,conflict,0.014935684726966734,0.02030278086953838,0.03711915754234123,0.004519219009204846,True,,60,0.9375,,,,,,blue
natural_model,eval_50060_low,aligned,0.005894401651397412,0.006003853321373581,0.005739209464598333,0.0003136730570732485,True,,64,1.0,,,,,,red
natural_model,eval_50060_low,conflict,0.005894401651397412,0.01102143680323288,0.035388424923771616,0.004714414694754176,True,,60,0.9375,,,,,,blue
natural_model,eval_50062_low,aligned,0.015377360985167936,0.015441378394107218,0.015246416701047004,0.0003406631306453641,True,,64,1.0,,,,,,red
natural_model,eval_50062_low,conflict,0.015377360985167936,0.020372243653159545,0.03695452116091211,0.004495041881651907,True,,60,0.9375,,,,,,blue
natural_model,eval_50064_low,aligned,0.008894758105679055,0.00889751618245465,0.008897666755325878,0.00029260637337025675,True,,64,1.0,,,,,,red
natural_model,eval_50064_low,conflict,0.008894758105679055,0.01464795857377075,0.03564866365011128,0.0048610088064184155,True,,60,0.9375,,,,,,blue
natural_model,eval_50065_low,aligned,0.01636905420938832,0.015943696090709412,0.016125518314214944,0.00036707969140838207,True,,64,1.0,,,,,,red
natural_model,eval_50065_low,conflict,0.01636905420938832,0.02429702881933679,0.03828150118941604,0.003622963879578598,True,,58,0.90625,,,,,,blue
natural_model,eval_50067_low,aligned,0.01709998591120215,0.017172965214373385,0.017044648795041487,0.0004016829487909026,True,,64,1.0,,,,,,red
natural_model,eval_50067_low,conflict,0.01709998591120215,0.022191077681429767,0.037234660298167264,0.0038799065900938278,True,,60,0.9375,,,,,,blue
natural_model,eval_50068_low,aligned,0.008302576929119301,0.007920066725133592,0.008006446581804277,0.00034542799748775373,True,,64,1.0,,,,,,red
natural_model,eval_50068_low,conflict,0.008302576929119301,0.013534094725205234,0.03554462125479145,0.005028865883710745,True,,60,0.9375,,,,,,blue
natural_model,eval_50071_low,aligned,0.005281390764774366,0.005301204886937605,0.0051298332741402525,0.00030964687276712464,True,,64,1.0,,,,,,red
natural_model,eval_50071_low,conflict,0.005281390764774366,0.014975096701406117,0.03632750047983988,0.004250749179200593,True,,58,0.90625,,,,,,blue
natural_model,eval_50072_high,aligned,0.06192391276905204,0.061672979432633945,0.06169078416704895,0.00044430677824479646,True,,64,1.0,,,,,,blue
natural_model,eval_50072_high,conflict,0.06192391276905204,0.0428853601537799,0.037653858884692096,0.006717208225213359,True,,64,1.0,,,,,,red
natural_model,eval_50073_high,aligned,0.06509883693868776,0.0652522673377784,0.06510786542813511,0.0005950471982187036,True,,64,1.0,,,,,,blue
natural_model,eval_50073_high,conflict,0.06509883693868776,0.04442093303796729,0.037852318802542306,0.006583107656272313,True,,64,1.0,,,,,,red
natural_model,eval_50075_high,aligned,0.06533152385043917,0.06521394568828351,0.06507643730557523,0.0005967623609742358,True,,64,1.0,,,,,,blue
natural_model,eval_50075_high,conflict,0.06533152385043917,0.045029253521467354,0.03772413563591748,0.006399937459302502,True,,64,1.0,,,,,,red
natural_model,eval_50076_high,aligned,0.06567481243204965,0.06429090713689196,0.06520505581864557,0.0008141451171383762,True,,64,1.0,,,,,,blue
natural_model,eval_50076_high,conflict,0.06567481243204965,0.044587682366255356,0.03769912187764518,0.006369176123177067,True,,64,1.0,,,,,,red
natural_model,eval_50077_low,aligned,0.0035135063064422093,0.003303548727835502,0.0035003867464364516,0.0003363181968477273,True,,64,1.0,,,,,,red
natural_model,eval_50077_low,conflict,0.0035135063064422093,0.012065441435687753,0.035644422634922485,0.00506438779215836,True,,59,0.921875,,,,,,blue
natural_model,eval_50081_low,aligned,0.003831881469574032,0.003263436451231198,0.0036569964871341707,0.000369463067089424,True,,64,1.0,,,,,,red
natural_model,eval_50081_low,conflict,0.003831881469574032,0.010129783627780083,0.03367936503746581,0.004702900385058132,True,,62,0.96875,,,,,,blue
natural_model,eval_50083_low,aligned,0.005897655666465315,0.006227945373117139,0.005708812995329019,0.0003359595107397656,True,,64,1.0,,,,,,red
natural_model,eval_50083_low,conflict,0.005897655666465315,0.013566626078742412,0.03583481858715154,0.004882505654695034,True,,60,0.9375,,,,,,blue
natural_model,eval_50084_low,aligned,0.005143582295106868,0.004945824665685711,0.005067379420484291,0.00034469000002259297,True,,64,1.0,,,,,,red
natural_model,eval_50084_low,conflict,0.005143582295106868,0.01290354126472237,0.03523167481442629,0.004624978238611513,True,,60,0.9375,,,,,,blue
natural_model,eval_50087_low,aligned,0.01690623040688922,0.016692213468151106,0.016772281292661798,0.00041205348276609967,True,,64,1.0,,,,,,red
natural_model,eval_50087_low,conflict,0.01690623040688922,0.023179238693669325,0.03737684992111801,0.003711084734825864,True,,60,0.9375,,,,,,blue
natural_model,eval_50090_high,aligned,0.06605962062435757,0.06554163836606282,0.06560445312286464,0.0004892091794737236,True,,64,1.0,,,,,,blue
natural_model,eval_50090_high,conflict,0.06605962062435757,0.04384812553149915,0.03759458524735393,0.00651255092366122,True,,64,1.0,,,,,,red
natural_model,eval_50092_high,aligned,0.06337247545209575,0.06299375206378395,0.06303249772520096,0.0004786180830428735,True,,64,1.0,,,,,,blue
natural_model,eval_50092_high,conflict,0.06337247545209575,0.04388418563791719,0.037781597381121995,0.006664741978773163,True,,64,1.0,,,,,,red
natural_model,eval_50093_high,aligned,0.06323874247208118,0.06319719719025313,0.06301196629254052,0.00038130135065971466,True,,64,1.0,,,,,,blue
natural_model,eval_50093_high,conflict,0.06323874247208118,0.04372669097072398,0.037787752781843945,0.006467370791666332,True,,64,1.0,,,,,,red
natural_model,eval_50094_low,aligned,0.013824462996421386,0.01330545647404268,0.013326967462860623,0.0003337408214488352,True,,64,1.0,,,,,,red
natural_model,eval_50094_low,conflict,0.013824462996421386,0.020151873612454997,0.03691880532709726,0.004133015035432239,True,,60,0.9375,,,,,,blue
natural_model,eval_50095_low,aligned,0.014056197202487321,0.013941863983291924,0.014005524932858648,0.00039700234256766014,True,,64,1.0,,,,,,red
