receiver_id,pair_id,condition,direction,gravity_hat_conflict,gravity_hat_aligned,gravity_hat_edited,recovery_denominator,normalized_recovery_g,valid,invalid_reasons,outcome,future_color_coordinate,future_r,future_g,future_b,fit_rmse,gravity_hat_e0,detector_coverage,max_missing_run,max_adjacent_y_jump,intervention_site,fm_calls_observed,fm_calls_expected,condition_prefix_tokens_edited,target_suffix_tokens_edited,intervention_scale,activation_delta_l2,generation_seed,output_video_path,output_video_sha256
eval_50000_high,eval_50000_high,natural_conflict,high,0.04551214046886443,0.06537975040105169,0.045512140468864426,0.01986760993218726,0.0,True,,E3_fail,-0.5296924630130132,165.86729702006784,46.97429356357928,50.99628965585936,0.006361287493167456,0.03802876827049937,1.0,0,0.01863098585891043,none,20,20,0,0,0.0,0.0,17050000,videos/recovery/eval_50000_high__natural_conflict.mp4,fe091dbf62be58527cd6559291f26d42f3ebc2444527ead26e95fa98d1b1a480
eval_50000_high,eval_50000_high,full_matched_edit,high,0.04551214046886443,0.06537975040105169,0.06495350913229048,0.01986760993218726,0.9785459212146768,True,,E3_pass,0.6214289200811858,46.48884291414216,92.08560080468368,199.11281754080943,0.0011639553145976447,0.06437301330989786,1.0,0,0.01418619711148672,after_block_1,20,20,1088,0,1.0,370.12793585412436,17050000,videos/recovery/eval_50000_high__full_matched_edit.mp4,d2e2c4028c580d960ed57459faa612826ea845bec1a99f3a1193f0cdfac25434
eval_50000_high,eval_50000_high,top2_oracle_projection,high,0.04551214046886443,0.06537975040105169,0.0649709913949332,0.01986760993218726,0.9794258590986195,True,,E3_pass,0.6202960012430863,46.65530964861192,92.34778325123153,199.09037541846007,0.001227042706512578,0.06428555819066124,1.0,0,0.014805771107044952,after_block_1,20,20,1088,0,1.0022815498887996,370.4386274195316,17050000,videos/recovery/eval_50000_high__top2_oracle_projection.mp4,d23c1529f941275b307fc31563fcc36038a07e4ae9e4d3e99c6f53ff12cc204b
eval_50000_high,eval_50000_high,fit_only_controller,high,0.04551214046886443,0.06537975040105169,0.06504689916848252,0.01986760993218726,0.9832465387781789,True,,E3_pass,0.6198872932527068,46.70068454213842,92.18827669902913,199.01951219512193,0.001235792066965657,0.06430431543621215,1.0,0,0.014932049408772352,after_block_1,20,20,1088,0,1.0022815498887996,370.7071838378906,17050000,videos/recovery/eval_50000_high__fit_only_controller.mp4,867da143e875cfe8b413c70480a64ef57515c409a62de691d0a4230ebc060fde
eval_50003_high,eval_50003_high,natural_conflict,high,0.04472196141257921,0.06421369918563438,0.04472196141257922,0.01949173777305517,0.0,True,,E3_fail,-0.534376421022492,167.8875239188672,47.608783190160096,50.94733514001807,0.00652848800642985,0.03788680210831676,1.0,0,0.020846378886433703,none,20,20,0,0,0.0,0.0,17050003,videos/recovery/eval_50003_high__natural_conflict.mp4,164bfe067f74af62443b95baec6ca3f5dd389dfc082a451f7af724298502ed0d
eval_50003_high,eval_50003_high,full_matched_edit,high,0.04472196141257921,0.06421369918563438,0.0635810602097748,0.01949173777305517,0.9675432235326846,True,,E3_pass,0.6171559876974857,47.054746550169895,92.72916053741297,198.76206153922323,0.0008651827567608457,0.06415002585068609,1.0,0,0.013281842972116098,after_block_1,20,20,1088,0,1.0,370.1266270339258,17050003,videos/recovery/eval_50003_high__full_matched_edit.mp4,d2cd6f082f9e447d4ebb8b268938399430e0ad2a4bc9f05226d68c6c920265cd
eval_50003_high,eval_50003_high,top2_oracle_projection,high,0.04472196141257921,0.06421369918563438,0.06342776034786834,0.01949173777305517,0.95967835977906,True,,E3_pass,0.6179225193359262,47.06268670649739,92.82660588682205,199.28884714836317,0.0008140475415939481,0.06399736637497253,1.0,0,0.012659523077134582,after_block_1,20,20,1088,0,1.0022815498887996,370.449197833177,17050003,videos/recovery/eval_50003_high__top2_oracle_projection.mp4,7e58639a2036dd3969910dce11df3a91f9e17964f205649ccbcefb0dee7e66b8
eval_50003_high,eval_50003_high,fit_only_controller,high,0.04472196141257921,0.06421369918563438,0.063448244868408,0.01949173777305517,0.960729293296541,True,,E3_pass,0.6177212865051009,47.086689427722035,92.79280679933666,199.26074120603016,0.0008002191233020529,0.06399498734045395,1.0,0,0.012536927378599239,after_block_1,20,20,1088,0,1.0022815498887996,370.6753234863281,17050003,videos/recovery/eval_50003_high__fit_only_controller.mp4,0c2fee777152e25f368507323610552ffbd8b69d631485960a0190093e2fd912
eval_50005_low,eval_50005_low,natural_conflict,low,0.014106756028437886,0.006862231475129824,0.014106756028437884,-0.007244524553308061,0.0,True,,E3_fail,0.5796100608627355,43.772624434389144,76.15315051369194,164.4751015897911,0.004641063668491036,0.035654708820409824,0.90625,6,0.007520971860765946,none,20,20,0,0,0.0,0.0,17050005,videos/recovery/eval_50005_low__natural_conflict.mp4,76f98a159bd1c28a88561a7a436e660d21285419d5563f816ac3e8370ddeb14e
eval_50005_low,eval_50005_low,full_matched_edit,low,0.014106756028437886,0.006862231475129824,0.00666164711035232,-0.007244524553308061,1.027687719642818,True,,E3_pass,-0.6049023866196258,201.09190469490176,47.936655244622116,49.50514889719534,0.00030484730388993184,0.006812539904077822,1.0,0,0.0020708516465541837,after_block_1,20,20,1088,0,1.0,374.9396902268905,17050005,videos/recovery/eval_50005_low__full_matched_edit.mp4,d46e1cbcd819c554baa43e52036624d66be98b84cc8968ba8b8fc77836601716
eval_50005_low,eval_50005_low,top2_oracle_projection,low,0.014106756028437886,0.006862231475129824,0.007332364461272773,-0.007244524553308061,0.9351050600100083,True,,E3_pass,-0.6067566690392471,201.7317679893217,47.77427184466019,49.372549019607845,0.00035742927748001356,0.00734861824608768,1.0,0,0.0019195361773808317,after_block_1,20,20,1088,0,1.0022815498887996,374.94607800469026,17050005,videos/recovery/eval_50005_low__top2_oracle_projection.mp4,b8d28dfaddb13994ce3650f3f98a0888398fb8c3e6e28dd9e96f2e5ec183b861
eval_50005_low,eval_50005_low,fit_only_controller,low,0.014106756028437886,0.006862231475129824,0.007394283143013982,-0.007244524553308061,0.9265580972265174,True,,E3_pass,-0.6065423805883591,201.76341463414633,47.84649248048734,49.41379310344828,0.0003658745031199453,0.007366611293241702,1.0,0,0.0018366365155817466,after_block_1,20,20,1088,0,1.0022815498887996,374.4590759277344,17050005,videos/recovery/eval_50005_low__fit_only_controller.mp4,7741a02689c4e73c9e8e312f1e8e814f944dfd2d728c067967444e40aa28c5f2
eval_50007_high,eval_50007_high,natural_conflict,high,0.04209568892337086,0.06107342772387357,0.04209568892337086,0.018977738800502714,0.0,True,,E3_fail,-0.5378337634221441,169.94409547738695,47.51231527093596,51.073415673115825,0.006621082089593823,0.038067943484397716,1.0,0,0.013060124910128756,none,20,20,0,0,0.0,0.0,17050007,videos/recovery/eval_50007_high__natural_conflict.mp4,e0c9cad03f9748dce1f845ca04f977910e143c7f4137f3de8635ecb4924bb27a
eval_50007_high,eval_50007_high,full_matched_edit,high,0.04209568892337086,0.06107342772387357,0.06029604156278552,0.018977738800502714,0.9590369448510137,True,,E3_pass,0.6254259266708708,46.21859454238107,92.77475375234522,200.5608695652174,0.0007929630638453326,0.0603757148646067,1.0,0,0.010869674944478103,after_block_1,20,20,1088,0,1.0,371.0652376936776,17050007,videos/recovery/eval_50007_high__full_matched_edit.mp4,2ffecffbe2059b38a0021a889424a85eb883b77c8aaf66846e47158d7041bec6
eval_50007_high,eval_50007_high,top2_oracle_projection,high,0.04209568892337086,0.06107342772387357,0.06112133603102963,0.018977738800502714,1.002524447599352,True,,E3_pass,0.6292145309470362,45.63420670617072,92.68152221626104,200.51463414634145,0.0007835824582176907,0.06122478419909102,1.0,0,0.013584486149757602,after_block_1,20,20,1088,0,1.0022815498887996,371.1618867785531,17050007,videos/recovery/eval_50007_high__top2_oracle_projection.mp4,0687843398f4ca6b50babc2cb34afaa67f4466bb37cdfc19a6e94ae3efa59427
eval_50007_high,eval_50007_high,fit_only_controller,high,0.04209568892337086,0.06107342772387357,0.0611907642725419,0.018977738800502714,1.0061828519141185,True,,E3_pass,0.6300141056094619,45.506073823929455,92.63562842805462,200.482081475288,0.000777651359943183,0.06125127188545855,1.0,0,0.01383465810229223,after_block_1,20,20,1088,0,1.0022815498887996,371.4938659667969,17050007,videos/recovery/eval_50007_high__fit_only_controller.mp4,1baab731d2e103f33404ba4548115205345c276b8aadbd357ccf1cd9aba5de90
eval_50014_high,eval_50014_high,natural_conflict,high,0.04385402825832608,0.0649111250286957,0.04385402825832608,0.02105709677036962,0.0,True,,E3_fail,-0.530316511962806,167.00230318257957,47.61962968500797,51.256209846701864,0.006737540893534544,0.03794867822089229,1.0,0,0.018167310366992373,none,20,20,0,0,0.0,0.0,17050014,videos/recovery/eval_50014_high__natural_conflict.mp4,df9533f47178769d1b9cff3e9ab75318bc843117e5e29d83a54346dfc78ed040
eval_50014_high,eval_50014_high,full_matched_edit,high,0.04385402825832608,0.0649111250286957,0.06383150336557288,0.02105709677036962,0.9487288454388447,True,,E3_pass,0.6143883555197591,47.46601881958814,92.76281413612566,198.71959045352946,0.0011250896159883388,0.06386084316202595,1.0,0,0.014084060965151579,after_block_1,20,20,1088,0,1.0,370.5721497830517,17050014,videos/recovery/eval_50014_high__full_matched_edit.mp4,b8c20f9134ab376adbe757850d592c49270dd5c084261e6e919450d00f6dbcce
eval_50014_high,eval_50014_high,top2_oracle_projection,high,0.04385402825832608,0.0649111250286957,0.06389946321310583,0.02105709677036962,0.9519562536743705,True,,E3_pass,0.6146221686950505,47.2390062821245,92.20211442786069,197.9178369237556,0.0011193759516271269,0.06386302055133283,1.0,0,0.014266590123136247,after_block_1,20,20,1088,0,1.0022815498887996,370.6706467714137,17050014,videos/recovery/eval_50014_high__top2_oracle_projection.mp4,349af068a49c912e7452b8abd49a0b2aba5090d98a32b8f9fca1150bfdb7de14
eval_50014_high,eval_50014_high,fit_only_controller,high,0.04385402825832608,0.0649111250286957,0.06392718212682269,0.02105709677036962,0.9532726228784987,True,,E3_pass,0.6154604044211753,47.127333894028595,92.35412935323383,197.98310173271574,0.0011695817859107198,0.0638689198583443,1.0,0,0.014372088979520914,after_block_1,20,20,1088,0,1.0022815498887996,370.7843322753906,17050014,videos/recovery/eval_50014_high__fit_only_controller.mp4,0b38ad10805f946e4de99c55f040c07a12fb96ef1e36d33bde68675ddb4f06e2
eval_50016_high,eval_50016_high,natural_conflict,high,0.04484699642376828,0.06579045670406226,0.04484699642376828,0.020943460280293986,0.0,True,,E3_fail,-0.5309644741128305,165.23262953367876,47.19062043310748,50.62166666666667,0.006428048309302657,0.03781864921351658,1.0,0,0.020235296061855923,none,20,20,0,0,0.0,0.0,17050016,videos/recovery/eval_50016_high__natural_conflict.mp4,8c6f55d057194c2f130ba3d40a759388d39056d92451f6b986f888c05e43622c
eval_50016_high,eval_50016_high,full_matched_edit,high,0.04484699642376828,0.06579045670406226,0.06488991697746187,0.020943460280293986,0.9570013878056375,True,,E3_pass,0.6141476487888189,46.827582022908175,91.54608472400514,195.89522049944452,0.0011738794842811545,0.06538230820914002,1.0,0,0.01342206975838467,after_block_1,20,20,1088,0,1.0,370.0774638475371,17050016,videos/recovery/eval_50016_high__full_matched_edit.mp4,959ca3f4c6142ba021476bf99f15fc7fdfc354f77f53e115f62f185fd68f7a62
eval_50016_high,eval_50016_high,top2_oracle_projection,high,0.04484699642376828,0.06579045670406226,0.06444181700793174,0.020943460280293986,0.9356056889319535,True,,E3_pass,0.6149295763865711,46.68137254901961,91.28569348380051,195.7749143346659,0.0011411669659065103,0.06492760091362017,1.0,0,0.013390896092145721,after_block_1,20,20,1088,0,1.0022815498887996,370.32760129107686,17050016,videos/recovery/eval_50016_high__top2_oracle_projection.mp4,d9de8faea78a7e28270f1ddc005d4a8c0c430b3fc281b98296a0d25c91f424d2
eval_50016_high,eval_50016_high,fit_only_controller,high,0.04484699642376828,0.06579045670406226,0.06449520138904716,0.020943460280293986,0.938154665099261,True,,E3_pass,0.6144742044946016,46.71699669966996,91.34529558277842,195.6377159774801,0.0010977997651562014,0.06491859019340503,1.0,0,0.01324019722615466,after_block_1,20,20,1088,0,1.0022815498887996,370.5367431640625,17050016,videos/recovery/eval_50016_high__fit_only_controller.mp4,ddb0941544380cdedbcf7bc7321d5c5848266b7ad9f0b192b3b9ce54d287eb51
eval_50022_low,eval_50022_low,natural_conflict,low,0.021072786592906158,0.0157886463276882,0.02107278659290615,-0.005284140265217958,0.0,True,,E3_fail,0.5943107975839211,46.83862221069019,86.42457503095801,184.07027027027027,0.004220648394092253,0.03743585570628684,0.9375,4,0.007274589567656697,none,20,20,0,0,0.0,0.0,17050022,videos/recovery/eval_50022_low__natural_conflict.mp4,94b895fefb98dc045cdfe893e034a0ec0c280b3cab697c387f99f1f6efe92e27
eval_50022_low,eval_50022_low,full_matched_edit,low,0.021072786592906158,0.0157886463276882,0.01615391804877417,-0.005284140265217958,0.9308739543705313,True,,E3_pass,-0.6004666967485126,202.63170731707316,49.18722092797515,50.58406746754035,0.00041283872581283546,0.016192429320423512,1.0,0,0.003409994542761363,after_block_1,20,20,1088,0,1.0,374.9042675840688,17050022,videos/recovery/eval_50022_low__full_matched_edit.mp4,67dfdcf1a01d95d2a3b9b1778123d54289c4e5915601ac95d8c5b4c222e5e5cd
eval_50022_low,eval_50022_low,top2_oracle_projection,low,0.021072786592906158,0.0157886463276882,0.015061526707400021,-0.005284140265217958,1.1376041482233792,True,,E3_pass,-0.5994886198231588,199.8859223300971,48.62712773740428,50.051363690976814,0.00043498885360231294,0.015281858577257598,1.0,0,0.0034413183943849956,after_block_1,20,20,1088,0,1.0022815498887996,374.68191118115476,17050022,videos/recovery/eval_50022_low__top2_oracle_projection.mp4,3e18dd5fc8245c4f1227bc17859a30f130f402706f0fa2bcf6ef466f4257593b
eval_50022_low,eval_50022_low,fit_only_controller,low,0.021072786592906158,0.0157886463276882,0.015036682319506053,-0.005284140265217958,1.1423058379301236,True,,E3_pass,-0.5994445292438332,200.1282368644582,48.639024390243904,50.11893733303924,0.00043859969730459717,0.015291484952361286,1.0,0,0.0035648529008501795,after_block_1,20,20,1088,0,1.0022815498887996,374.2630310058594,17050022,videos/recovery/eval_50022_low__fit_only_controller.mp4,1dac08e087c3e2c24c46a9cb42191c937196e4028578d98694f45be7d2c186fe
eval_50034_low,eval_50034_low,natural_conflict,low,0.02151181316634574,0.016669812988946955,0.021511813166345747,-0.004842000177398786,0.0,True,,E3_fail,0.6096719387340073,45.60989201505845,87.50160122528544,188.09040545844277,0.004090619444218657,0.03706685532952816,0.9375,4,0.0082121946295175,none,20,20,0,0,0.0,0.0,17050034,videos/recovery/eval_50034_low__natural_conflict.mp4,8abf9a04fe0ba8292fb4a4da287a906b9270174f9a9bc33e467efddf5a3d9f46
eval_50034_low,eval_50034_low,full_matched_edit,low,0.02151181316634574,0.016669812988946955,0.016784540757636707,-0.004842000177398786,0.9763057074584027,True,,E3_pass,-0.6057137922067982,202.70778460637987,48.71183340368651,49.77529873039582,0.000489588553645477,0.016844653424628632,1.0,0,0.003932326078461168,after_block_1,20,20,1088,0,1.0,374.8933886966878,17050034,videos/recovery/eval_50034_low__full_matched_edit.mp4,79421b7ed0ad5512d3ca1cd4a845efdb38e63721408e3e2d5c6f3142a8301061
eval_50034_low,eval_50034_low,top2_oracle_projection,low,0.02151181316634574,0.016669812988946955,0.01589622144819629,-0.004842000177398786,1.1597669377133835,True,,E3_pass,-0.604649991749932,200.66178060795386,48.228448275862064,49.438592233009715,0.00047653152308745517,0.015897542057161936,1.0,0,0.003536151006098276,after_block_1,20,20,1088,0,1.0022815498887996,374.5669610635748,17050034,videos/recovery/eval_50034_low__top2_oracle_projection.mp4,3868036f8db1620d65fb657df4c858fa6017398cfce940d8ec7503f98ad1b774
eval_50034_low,eval_50034_low,fit_only_controller,low,0.02151181316634574,0.016669812988946955,0.015916206554508205,-0.004842000177398786,1.1556394892252153,True,,E3_pass,-0.6038986779782135,200.46049147582107,48.35195135746606,49.50603599648815,0.0004825440026749374,0.01591259581001553,1.0,0,0.003536151006098276,after_block_1,20,20,1088,0,1.0022815498887996,374.33782958984375,17050034,videos/recovery/eval_50034_low__fit_only_controller.mp4,e712a61be961d5b044f8687b4ed0ada9f9e9c01341f29b1f65e12b5094e19c9c
eval_50038_high,eval_50038_high,natural_conflict,high,0.04459219497539726,0.06420013772039576,0.04459219497539726,0.019607942744998504,0.0,True,,E3_fail,-0.5335753095945343,170.78589108910893,48.31177877849704,51.94316567206593,0.006793459753112645,0.03810283804555672,1.0,0,0.020587203927444175,none,20,20,0,0,0.0,0.0,17050038,videos/recovery/eval_50038_high__natural_conflict.mp4,4dee68716b9b3ec985cee0ce333e3d01e369bf53e292e19d12c147856c1e8b91
eval_50038_high,eval_50038_high,full_matched_edit,high,0.04459219497539726,0.06420013772039576,0.06356655915721922,0.019607942744998504,0.9676876574245326,True,,E3_pass,0.6174529828268788,47.41001283697048,93.09203980099502,200.45501137528439,0.0007672354713610559,0.06402510937046423,1.0,0,0.011729597011164383,after_block_1,20,20,1088,0,1.0,369.97671880691337,17050038,videos/recovery/eval_50038_high__full_matched_edit.mp4,2e4fab46e53bd2e1aad302dd917833a4c260a56b7e966c6a33055ddfb628897e
eval_50038_high,eval_50038_high,top2_oracle_projection,high,0.04459219497539726,0.06420013772039576,0.06359443261985052,0.019607942744998504,0.9691091967973163,True,,E3_pass,0.6197385083096506,47.03127263945907,93.02434219783312,200.33152200164227,0.0007437690823788219,0.06388046674491987,1.0,0,0.0111735677966176,after_block_1,20,20,1088,0,1.0022815498887996,370.26778082867577,17050038,videos/recovery/eval_50038_high__top2_oracle_projection.mp4,126fed498b78e6d2ad59fd11234aa6b989083828942bce080119c2299cabfe1c
eval_50038_high,eval_50038_high,fit_only_controller,high,0.04459219497539726,0.06420013772039576,0.06368515683200622,0.019607942744998504,0.9737361081125709,True,,E3_pass,0.6194456082851635,47.04601097509497,92.92508559636039,200.20385395537528,0.0007595723790338679,0.06390109404688354,1.0,0,0.011461302299618614,after_block_1,20,20,1088,0,1.0022815498887996,370.7353210449219,17050038,videos/recovery/eval_50038_high__fit_only_controller.mp4,aa821a59252e30bc0b51323919c4d4bff1ab8736f75ba2e4fc35bf1d95486089
eval_50047_low,eval_50047_low,natural_conflict,low,0.023563188214477223,0.01676586524119642,0.023563188214477216,-0.006797322973280805,0.0,True,,E3_fail,0.6080611997720304,45.59167241775937,87.22605846774194,187.0552224099099,0.0037659549269486014,0.038057807849905416,0.90625,4,0.008055723803755188,none,20,20,0,0,0.0,0.0,17050047,videos/recovery/eval_50047_low__natural_conflict.mp4,5915ade9cdf708c409718f0a6667d0a5a4668c41d79f19fa0dc9f5659789af15
eval_50047_low,eval_50047_low,full_matched_edit,low,0.023563188214477223,0.01676586524119642,0.017089413834572856,-0.006797322973280805,0.952400585546949,True,,E3_pass,-0.6022369132998199,201.42597358037398,48.12009803921569,50.004975124378106,0.00039114119226793526,0.016977069580376123,1.0,0,0.003556707768555656,after_block_1,20,20,1088,0,1.0,375.01778680520033,17050047,videos/recovery/eval_50047_low__full_matched_edit.mp4,00677dff5ae190a0bdd836dbe5458903684368b168e68b7b318835d7b8b56d2e
eval_50047_low,eval_50047_low,top2_oracle_projection,low,0.023563188214477223,0.01676586524119642,0.016052409179338544,-0.006797322973280805,1.1049613303152368,True,,E3_pass,-0.6015879324161201,199.01192587752053,47.960760166135415,49.506337590280765,0.0004442752098876449,0.016012032619645615,1.0,0,0.0033693453625028846,after_block_1,20,20,1088,0,1.0022815498887996,374.6006251176882,17050047,videos/recovery/eval_50047_low__top2_oracle_projection.mp4,130e1bd0d09981e892b7651b1b7e191f36548826f52827a5829235cae8ef5483
eval_50047_low,eval_50047_low,fit_only_controller,low,0.023563188214477223,0.01676586524119642,0.01606276062574148,-0.006797322973280805,1.103438459260908,True,,E3_pass,-0.601187809440686,199.2014563106796,47.95656933438043,49.615647012462446,0.0004663233804660913,0.01600323425612302,1.0,0,0.0032286240226870877,after_block_1,20,20,1088,0,1.0022815498887996,374.3460998535156,17050047,videos/recovery/eval_50047_low__fit_only_controller.mp4,6b7a1ab6a7ed77266e26926e1bd4ec16e3f66b48aa88133f1effbc33e1521eea
eval_50053_low,eval_50053_low,natural_conflict,low,0.023268571899069068,0.018120805768325563,0.023268571899069074,-0.005147766130743504,0.0,True,,E3_fail,0.6095261966520975,45.569017163212436,86.34785469107553,187.83469275282448,0.0038246013685756326,0.03736786600932719,0.9375,4,0.006952885320530622,none,20,20,0,0,0.0,0.0,17050053,videos/recovery/eval_50053_low__natural_conflict.mp4,87c11a1773e91f8c37f9c6fda8f441722578affe3b37d3c9f107895a493036a3
eval_50053_low,eval_50053_low,full_matched_edit,low,0.023268571899069068,0.018120805768325563,0.01830956299167929,-0.005147766130743504,0.9633322069107939,True,,E3_pass,-0.6058402896681752,202.22815533980582,48.31410134975136,49.63768292682927,0.000508757973812489,0.01845564238972257,1.0,0,0.0038133463088367847,after_block_1,20,20,1088,0,1.0,374.79341563861897,17050053,videos/recovery/eval_50053_low__full_matched_edit.mp4,ca35fe71298be87ca2208536759e95fa153bb80600cb549270ae771f074d2c44
eval_50053_low,eval_50053_low,top2_oracle_projection,low,0.023268571899069068,0.018120805768325563,0.017352151755041186,-0.005147766130743504,1.1493179747801323,True,,E3_pass,-0.6056965397428258,198.90996268656716,47.48031936412746,48.845398009950245,0.0004563558535595497,0.01720639388624031,1.0,0,0.004024471080320002,after_block_1,20,20,1088,0,1.0022815498887996,374.0754371320371,17050053,videos/recovery/eval_50053_low__top2_oracle_projection.mp4,abaf5f8ee3a12ad041530280cd9d75c37ab647dbdc29b2021166a26eb3b38b64
eval_50053_low,eval_50053_low,fit_only_controller,low,0.023268571899069068,0.018120805768325563,0.017404521574635824,-0.005147766130743504,1.1391446649862247,True,,E3_pass,-0.6063124344936762,199.1452614973911,47.40115750705505,48.80807213930348,0.00044461268079600073,0.0172202928858687,1.0,0,0.004024471080320002,after_block_1,20,20,1088,0,1.0022815498887996,374.563232421875,17050053,videos/recovery/eval_50053_low__fit_only_controller.mp4,63a6f0e9e88a22c69c9407739a4f2b53f498d708e55d3f498950babed8f2012b
eval_50055_high,eval_50055_high,natural_conflict,high,0.04536040236764643,0.0663863306202967,0.04536040236764643,0.021025928252650268,0.0,True,,E3_fail,-0.5374540402715011,169.92668940255146,47.2179074147502,51.12276632302405,0.00626863429335303,0.037496284805300324,1.0,0,0.015527779307306866,none,20,20,0,0,0.0,0.0,17050055,videos/recovery/eval_50055_high__natural_conflict.mp4,4defd8bbeec35bda7ab794a7e8d8002d2e4699340f9b5a40d7afca386f83be57
eval_50055_high,eval_50055_high,full_matched_edit,high,0.04536040236764643,0.0663863306202967,0.06574074341268887,0.021025928252650268,0.9692956620107154,True,,E3_pass,0.6166274892256473,46.747482101686685,92.18508253264352,197.1275,0.0013371738623477768,0.06540507099612669,1.0,0,0.013859419447854848,after_block_1,20,20,1088,0,1.0,370.08893688761634,17050055,videos/recovery/eval_50055_high__full_matched_edit.mp4,efe29e03fa766e2b4a71d1678f73d7b2b1a55d0a70b9926c3883fa2e39389229
eval_50055_high,eval_50055_high,top2_oracle_projection,high,0.04536040236764643,0.0663863306202967,0.06518291136536716,0.021025928252650268,0.9427649880438527,True,,E3_pass,0.6156420851634488,46.91019539981253,92.15209067774848,197.18622405215302,0.0013027085380688875,0.06494451724649986,1.0,0,0.01465277366644957,after_block_1,20,20,1088,0,1.0022815498887996,370.3155035131944,17050055,videos/recovery/eval_50055_high__top2_oracle_projection.mp4,b7e507e437d14a566d1370aa2aa7cd265eef0e3f62d7effc14506f7e0905a58b
eval_50055_high,eval_50055_high,fit_only_controller,high,0.04536040236764643,0.0663863306202967,0.06512093921971035,0.021025928252650268,0.9398175725998281,True,,E3_pass,0.6146692657642677,47.03746845272762,92.1856690702268,197.10328790828464,0.001313886426095672,0.06493291632884715,1.0,0,0.014904681417440613,after_block_1,20,20,1088,0,1.0022815498887996,370.5380859375,17050055,videos/recovery/eval_50055_high__fit_only_controller.mp4,e1ccbb8932f1aef8bbcd58bc4626b6708425f38a96971b4de22d20e9c8c09d72
eval_50060_low,eval_50060_low,natural_conflict,low,0.01102143680323288,0.006003853321373581,0.011021436803232872,-0.005017583481859299,0.0,True,,E3_fail,0.5797928145362264,43.464763603925064,76.62332723424103,163.40825098269718,0.004714414694754175,0.035388424923771616,0.9375,4,0.00658498768734983,none,20,20,0,0,0.0,0.0,17050060,videos/recovery/eval_50060_low__natural_conflict.mp4,cca49bf19526ce5345fc3704be773e474a261d9620133b8a908044489378d737
eval_50060_low,eval_50060_low,full_matched_edit,low,0.01102143680323288,0.006003853321373581,0.00599909137900197,-0.005017583481859299,1.0009490509502887,True,,E3_pass,-0.6037270071875722,202.50845370589627,48.975704475491355,50.03883495145631,0.0003850270529513635,0.005827462507380897,1.0,0,0.0015997019860199968,after_block_1,20,20,1088,0,1.0,375.5387844185718,17050060,videos/recovery/eval_50060_low__full_matched_edit.mp4,42fd745dd3614481ed958bb11965dcd518fb00cfb6bb7dafe96a55e18c64f7f0
eval_50060_low,eval_50060_low,top2_oracle_projection,low,0.01102143680323288,0.006003853321373581,0.006585953240016987,-0.005017583481859299,0.8839879952674541,True,,E3_pass,-0.6037607086158175,202.66152674662098,48.94350611531742,50.07134750060372,0.00041361437535474547,0.0064637522528346834,1.0,0,0.0020403443973291413,after_block_1,20,20,1088,0,1.0022815498887996,375.5374701890329,17050060,videos/recovery/eval_50060_low__top2_oracle_projection.mp4,39c26a9ae05dc9d38687b3c29b55391d2d952f908f8f3a32a809595a048fc255
eval_50060_low,eval_50060_low,fit_only_controller,low,0.01102143680323288,0.006003853321373581,0.006613269066362074,-0.005017583481859299,0.878543974964883,True,,E3_pass,-0.6026449989090144,202.5158166714962,49.132108183079055,50.21116504854369,0.00044178233285625855,0.006482536458779787,1.0,0,0.002251773224107745,after_block_1,20,20,1088,0,1.0022815498887996,374.6790771484375,17050060,videos/recovery/eval_50060_low__fit_only_controller.mp4,257cfac7ffce5d55deb87d156f0c0bcd25fec198f850745e152a8acb3ac572ec
eval_50064_low,eval_50064_low,natural_conflict,low,0.01464795857377075,0.00889751618245465,0.014647958573770742,-0.005750442391316101,0.0,True,,E3_fail,0.602155646835011,42.62925490450825,78.9700894392845,171.6719137076796,0.00486100880641842,0.03564866365011128,0.9375,4,0.006184565066838954,none,20,20,0,0,0.0,0.0,17050064,videos/recovery/eval_50064_low__natural_conflict.mp4,5cf2b81c9c96003149875aa981b541851d343f325752be8721192757a6009dc9
eval_50064_low,eval_50064_low,full_matched_edit,low,0.01464795857377075,0.00889751618245465,0.008808001919380797,-0.005750442391316101,1.0155665002764016,True,,E3_pass,-0.5987604570757648,202.04368932038835,49.23849737914968,50.70673170258202,0.00032876421302223353,0.008957012184264023,1.0,0,0.0024167771107819203,after_block_1,20,20,1088,0,1.0,374.9784694522383,17050064,videos/recovery/eval_50064_low__full_matched_edit.mp4,4957c028631f9cc33507746df5a7a1ec0ca5ec220818e7a958f075c5c9b1b3d2
eval_50064_low,eval_50064_low,top2_oracle_projection,low,0.01464795857377075,0.00889751618245465,0.008961439354169435,-0.005750442391316101,0.9888837819136633,True,,E3_pass,-0.6001478559670027,202.51335485413676,49.15533391574452,50.60494805638199,0.00034517527378774646,0.009146585238482772,1.0,0,0.0022329298389940355,after_block_1,20,20,1088,0,1.0022815498887996,375.1868733675016,17050064,videos/recovery/eval_50064_low__top2_oracle_projection.mp4,70bb62e6a9581134cac194170f5d14d5e58228887cca9086a8e7d0a068803b4c
