task,model_seed,checkpoint_step,history_regime,trajectory_id,pair_id,generation_seed,hue_u,input_r,input_g,input_b,true_gravity_band,gravity_true,gravity_hat_e3,gravity_hat_e0,fit_rmse,valid,invalid_reasons,outcome,future_r,future_g,future_b,future_color_coordinate,detector_coverage,max_missing_run,max_adjacent_y_jump,output_video_path,output_video_sha256
free_fall,3407,100000,Long,eval_50031,eval_50031_low,17050031,0.1,216,54,67,low,0.00775534148743192,-0.03836712734534232,0.023730594450140377,0.0060747347238585435,True,,E3_fail,164.6556206291546,45.13602670740678,51.46666666666667,-0.5237264299704454,1.0,0,0.005813961230493159,videos/behavior/eval_50031_low__long__u01.mp4,5566a5893bb48e6dae4abf28d30a939bb1fd8def358bfc1770523baa42d5c578
free_fall,3407,100000,Long,eval_50031,eval_50031_low,17050031,0.4,160,71,123,low,0.00775534148743192,-0.036852367010695254,0.025215924823806166,0.004754416693462047,True,,E3_fail,121.24098898326466,65.93347123982383,84.12576364376866,-0.18072655317728473,1.0,0,0.007691746864975313,videos/behavior/eval_50031_low__long__u04.mp4,ca802e64390c1c6dd2732934c63d3fd5cd0fbd19c4e6df93aefd20dacd793a7b
free_fall,3407,100000,Long,eval_50031,eval_50031_low,17050031,0.7,104,89,179,low,0.00775534148743192,-0.02673247688045011,0.031674324449599944,0.005932543376987078,True,,E3_fail,75.15255766009534,77.04351676414862,135.3432662353223,0.285947281334815,1.0,0,0.008752928872396759,videos/behavior/eval_50031_low__long__u07.mp4,226be0729720782c9a984ef2e0f96954f949982c09d6d5f618fc7d0fdce27c40
free_fall,3407,100000,Long,eval_50031,eval_50031_low,17050031,1.0,48,106,235,low,0.00775534148743192,-0.03311935150857772,0.03520413760789534,0.008112422932666157,True,,E3_fail,44.117708709173066,80.07528744182093,177.8245135239332,0.6024396956534349,1.0,0,0.007971540714422964,videos/behavior/eval_50031_low__long__u10.mp4,39ca21e90d4ebae6e4660b7858b9e070f049cee5f2784ec89943e317002bbc6d
free_fall,3407,100000,Long,eval_50000,eval_50000_high,17050000,0.2,198,60,85,high,0.06511387887451758,-0.013415477794019404,0.056944245816492524,0.018550533697131208,False,detected_frames_below_58,E3_fail,103.70694864048339,50.53412462908012,58.43961352657005,-0.27917542320308864,0.765625,15,0.07146122121907805,videos/behavior/eval_50000_high__long__u02.mp4,ce75d4d355cbb5e5a7b73bb7b0527db76807e0aa3db55f720bc0d17dbd8300b0
free_fall,3407,100000,Long,eval_50000,eval_50000_high,17050000,0.5,142,77,142,high,0.06511387887451758,-0.023758475220335022,0.07275474286889028,0.03128021952563919,True,,E3_fail,71.11761133603238,62.27208329278972,89.23824761770061,0.1130026454904676,0.9375,3,0.07134705071978353,videos/behavior/eval_50000_high__long__u05.mp4,7c9dbfb03050d6cc776682667c9be3fdb549c2f9667ee7bafd3496e7ca86a4e6
free_fall,3407,100000,Long,eval_50000,eval_50000_high,17050000,0.8,85,94,198,high,0.06511387887451758,0.023600017880585567,0.07593156863219978,0.027359881481138226,False,detected_frames_below_58,E3_fail,45.90909090909091,68.79674796747967,138.16666666666666,0.5011935138694515,0.859375,9,0.17059902537913674,videos/behavior/eval_50000_high__long__u08.mp4,70be349eb16c393d4731a02ee31e484786f36e7e0f3a85926c8ee546b1721dd2
free_fall,3407,100000,Long,eval_50001,eval_50001_high,17050001,0.0,235,48,48,high,0.0647655897226971,-0.02892689549960161,0.04965437803249883,0.01737033738833453,False,detected_frames_below_58,E3_fail,124.10483573274271,43.84682097240844,47.37958968239398,-0.4474181597810332,0.6875,20,0.07574401936487418,videos/behavior/eval_50001_high__long__u00.mp4,2e6217f4818a099905b1eb1f09633210992003e1bb22fe6a11a475b50ea3cf30
free_fall,3407,100000,Long,eval_50001,eval_50001_high,17050001,0.3,179,65,104,high,0.0647655897226971,-0.005116735422082529,0.06285819417662199,0.018051469758940626,False,detected_frames_below_58,E3_fail,95.804,59.02135231316726,71.37809187279152,-0.14610361584537393,0.796875,13,0.08919109984418006,videos/behavior/eval_50001_high__long__u03.mp4,d8604a34f48d424c9be791c53f9ca9a1f2d52d0269565aec0cbc8a0b0bcfbdc8
free_fall,3407,100000,Long,eval_50001,eval_50001_high,17050001,0.6,123,83,160,high,0.0647655897226971,0.017121904842196823,0.07178144948055051,0.023710400846761754,False,detected_frames_below_58,E3_fail,64.0650406504065,62.473684210526315,105.80952380952381,0.24573710191300402,0.890625,7,0.12452716337593472,videos/behavior/eval_50001_high__long__u06.mp4,c1b235174fcb9d4d27817d7b2d01d9787cff46f0bb3bbcf0d87d4b429f25f352
free_fall,3407,100000,Long,eval_50001,eval_50001_high,17050001,0.9,67,100,216,high,0.0647655897226971,0.02082443595092219,0.07643093813000461,0.029840002774326753,False,detected_frames_below_58,E3_fail,41.99852809152974,70.79702075559702,147.25384038586253,0.5561637782456912,0.84375,10,0.18226658071249868,videos/behavior/eval_50001_high__long__u09.mp4,be607f7ea3b16e93bfbefb67494d9c18004a38090ac7a7a2cf8394a5fe77c019
free_fall,3407,100000,Long,eval_50002,eval_50002_high,17050002,0.1,216,54,67,high,0.05984931609265929,-0.025073073249246285,0.05261123732751035,0.014547529732210332,False,detected_frames_below_58,E3_fail,117.22327044025157,48.376068376068375,53.16086956521739,-0.37598805189836054,0.671875,21,0.08466243311383503,videos/behavior/eval_50002_high__long__u01.mp4,af38445c5a9848d112e1620cdd158f840a4479ea081d72416c57b0e7c72e1121
free_fall,3407,100000,Long,eval_50002,eval_50002_high,17050002,0.4,160,71,123,high,0.05984931609265929,-0.011431335011113949,0.06704309760623499,0.013833185249201635,False,detected_frames_below_58,E3_fail,84.84697508896797,61.34928229665072,80.51162790697674,-0.026217850800889505,0.890625,7,0.037908748248574264,videos/behavior/eval_50002_high__long__u04.mp4,2b61029e90e392d406779f05d5fc31bb77c07bfb9c45433aeaae098f29153933
