receiver_id,condition,omega_hat,valid,detected_color,omega_true,trajectory_rmse,omega_class
A_338,conflict,2.8352500000000003,True,red,5.92980318217834,0.14669218562618913,slow
A_339,aligned,6.256875,True,blue,6.189349557012556,0.010005152314232206,fast
A_339,conflict,2.81975,True,red,6.189349557012556,0.12687025494871887,slow
A_340,aligned,5.8345,True,blue,6.370381108856461,0.10540230520904345,fast
A_340,conflict,2.9050000000000002,True,red,6.370381108856461,0.175552509768965,slow
A_341,aligned,6.067,True,blue,5.440435676932655,0.09815993917515786,fast
A_341,conflict,2.792625,True,red,5.440435676932655,0.13732393521469205,slow
A_342,aligned,5.881,True,blue,5.57265823116829,0.061832980761183716,fast
A_342,conflict,2.8701250000000003,True,red,5.57265823116829,0.15799885562353191,slow
A_343,aligned,5.567125,True,blue,5.444132394450903,0.02922581987840925,fast
A_343,conflict,2.8468750000000003,True,red,5.444132394450903,0.15994816898974956,slow
A_344,aligned,5.4121250000000005,True,blue,6.027778213388947,0.12265589534208628,fast
